index,tweet,class
22026,The guys at LA fitness are such fags &#128514;&#128557;,1
22027,The heat will make you wanna put hands on a niggah &#128166;&#127386;&#128544;&#128072;,1
22028,The hoes aint classy no more more like trashyyy!,1
22029,The hoes are for EVERYBODY my nigga!,1
22030,The hoes be rated E !,1
22031,The homie reallly LOVE fat bitches &#128514;&#128557;&#128514; like in LOVE,1
22032,The homiez bitches like my homiez,1
22033,"The intensity of my Bankhead bounce as I said ""we know these bitches cuz we be traveling""...",1
22034,The jig,2
22035,The jigg is up,2
22036,"The lady talking about I have to sit in this seat and I have 3 hours to piss like bruh ! I already tried twice, I can't fucking pee bitch!",1
22037,"The last at-bat at Yankee Stadium. Thanks for making it a good one, Captain. #FarewellCaptain. http://t.co/UVJgbCpcbU",2
22038,The last time your pussy was salmon pink was. ....,1
22039,The left tho RT @BelloDisastro_: &#8220;@DJZeeti: twitpic a selfie with a bad bitch&#8221; &#127851;&#127851;&#127851; http://t.co/9X0CkRTgVr,1
22040,The leftist/homosexual war on the #Catholic church kicked into high gear with the infiltration of the priesthood by boy-raping fags...,0
22041,The lies on this here Twitter &#8220;@Libra_DTF: You niggas wouldn't know grade a pussy even if it slapped you cross the face !&#8221;,1
22042,The lit bitch that's was talkin shit ain't in math class today &#128529; I really wanted to press my issue,1
22043,The little bitch nervous because he not tweeting anymore,1
22044,The little bitch told me sloppy top was a hoppy that's when she gave me sloppy toppy like the sloppy toppy goddess,1
22045,The majority of you hoes think your shit don't stink.,1
22046,The moment when you truly believe ur a fucking pice of trash it's a lovely felling ...,1
22047,The most beautiful women be havin' the most retarded captions on their pics! Sh*t be extra dumb...,1
22048,The most broke people have the most to say bitch nigga how can you afford to speak,1
22049,The movie #abouttime a hard ass chick flick. This nigga goes back in time if he but too quick n fucks the bitch over n over lol,1
22050,The music stop playing and all you hear is fuck you bitch I'll Spit on you &#128514;&#128514;,1
22051,"The nations know who we are, but we rather be real niggers &amp; bad bitches. http://t.co/Ge6tNhxzAF",0
22052,"The nerve of people though... Cant take nobody serious, i continuously laugh at you hoes.",1
22053,The nerve of this nicca .. Step on my crispy ass shoes wit them dusty ass timbs!,1
22054,The nice side of Long Beach really got hoes lol,1
22055,The only exception with the baby momma is she not stuck on you and ghetto bitch that I will stomp her ass like an African ritual,1
22057,The only part of the awards that I liked was the dykes part of the cypher &amp; the old skool female MCs.,1
22058,The only reason I cheat is to show these bitches what kind of dick my girl be getting.,1
22059,The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!,1
22060,The only time I screamed was when Tyrese tackled that hoe ass bitch #TheWalkingDead,1
22061,"The only time of year I'll bitch about not having cable: when ""Hocus Pocus"" comes on. #fml",1
22062,The people who have historically been called white trash were called that for a reason. They're white trash. The truth hurts.,0
22063,"The pilgrims was high as fuck, like ""Lets kill a big ass bird and eat it with a billion other things",1
22064,The pilot seen my eyes and said they awfully red I told him I get high as you bitch I'm the man http://t.co/uloUE2qx3p,1
22065,The power of Christ compels you to pop that pussy.,1
22066,"The price is wrong, bitch",1
22067,The pro-ISIS Jihadi prayer from Hajj making the rounds now. http://t.co/5ee3eDXuOa,2
22068,"The punishment should fit the crime. For instance, if you take the last Twinkie you should choke on that Twinkie. Twinkie's are sacred.",2
22069,The question alone &#128553;&#128514;&#128514;RT @KfromtheG: What city got the most bitches with gold teeth?,1
22070,The reason Shelby hates sandwiches is because he is a queer. @RonandFezSXM,0
22071,The redskins just begging to lose this game smh,2
22072,The redskins should change their name to the injuns,2
22073,The republican teabaggers hate this but screw em. http://t.co/6iutHYvhQm,2
22074,The rich kids of beverly hills is trash and not even entertaining trash. And why do they all look mid thirties?,0
22075,The right for an English person to go about his business is more important than any suspicion of some rouge wog cop.,2
22076,The same bitches telling you to let it go are the same ones that would go in and grab it right after you.&#128175;&#128079;,1
22077,The same bitches that failed geometry know exactly what angle to use to take that perfect selfie,1
22078,The same bitches you chicks posing wit in pics for Instagram likes be the same bitches texting your boyfriends when he ain't textin you back,1
22079,The shit that you bitches brag about is hilarious,1
22080,The solution is simple : buy a bitch,1
22081,The spot is open for you take so your better grab it before another bitch do and if she is determined and beautiful enough she will do it!,1
22082,"The streets a dirty hoe, niggad try to wife it though.",1
22083,The thing about working with black people. These bitches never on fucking time then wanna complain about a short check. Bitch die.Today. now,0
22084,"The thinner the eyebrow, the crazier the bitch",1
22085,The tweeter gurl is on Tumblr using a taser on roaches that I'm assuming are in her house. You bitches have no shame.,1
22086,The two ringless fags RT @EverybodyHatesX: Barkley &amp; Reggie were talking nonsense the entire game,2
22087,The type of bitches that I like think broke is disgusting,1
22088,The ugliest bitches swear they bad.. But &#128564;,1
22089,The undesirables RT @KingHorseDick: @viaNAWF &#128557;&#128557;&#128557;&#128557;&#128557; these bitches big bruh,1
22090,The value of Abu Qutada&#8217;s statement is that his credentials in Jihadi circles are impeccable. He&#8217;s facing trial on terrorism charges.,2
22091,The way Hawk Girl did Green Lantern is why I do not trust these hoes nope,1
22092,"The way I fuck her, you would think I love this bitch",1
22093,The way I see it.... you bitches are fake by affiliation ..!,1
22094,"The way a Klansman would say ""nigger slave"" is the way the @GOP says ""Conservative"". They @GOP literally sees conservatives as their slaves.",1
22095,The weeknd is why bitches love dark skin fellas now.,1
22096,"The whole afternoon has been about the ""deep voiced bitch""",1
22097,The wife's new bitch... Her name is Ursula.. http://t.co/h07MrMAwXP,1
22098,The willow tree in Pocohontas was my bitch at 7 years old,1
22099,The word bitch don't apply to all women but all women got a little bitch in em,1
22100,The world is yours n every bitch in it,1
22101,The world will be a better place when bitches like her dies lonely http://t.co/vj45zL1zKF,1
22102,Thee Bears are trash tho...,2
22103,"Their #1 insult. Even if it's self-deprecating. The first thing straights go to is faggot, queer, tranny, gay. Even supposed ""allies"".",1
22104,Their gotta be a loaded lux vs Murda mook 3,2
22105,Their salsa negro is awesome... @StacyMungo @Loriisright,2
22106,Them Bad bitches blow kisses by my earlobe,1
22107,Them brownies tho &#128524;&#128076;,2
22108,Them chicks tried.to put me under the fire lol! I'm not a dirt bag courting with a dumb hoe though.,1
22109,Them gay dudes stay with the baddest bitches.....no punch line,1
22110,Them hoes don't like me &#128514;&#128514;&#128514;&#128514;&#128514;&#128553;&#128553;&#128553;&#128553;&#128530;&#9996;&#65039;,1
22111,Them hoes gone be called strvp,1
22112,Them hoes look so clean on foot.,1
22113,Them old bytches sorry as phuck in the sack... &#171;@Mr_JSmart24 The pussy get ripe in her 30's&#187;,1
22114,Them pretty bitches love me them bitches love me #GUCCCCCI,1
22115,"Them pretty nail bitches, them bail you outta jail bitches.",1
22116,Them queer ass shorts Rabchenko got on,0
22117,"Them quicc to blast bitches, them all about the CASH Bitches &#128564;&#128184;&#128176;",1
22118,Them quiet girls be hoes to watch out,1
22119,Them shits ugly hoe. RT @SirRocObama: ......... RT @BurgerKing: All these nuggets &amp; u still actin chicken. http://t.co/tRy8Lvyo9O,1
22120,Them shootas is out at ma grandmama house I ain't been around this bitch ina minute .,1
22121,"Them shootas is out by my grandmoma house, I ain't been round this bitch in a MINUTE",1
22122,Them squirrels are faggots b RT @80sbaby4life #ThreesomeThursdays ? http://t.co/7xWOp3y2,1
22123,Them taz angel hoes need some furniture,1
22124,Them women at the bar @ #happyhour are there for your pleasure them old hoes be pure #savages &#128514;&#128514;&#128514;,1
22125,Then I hit that bitch like a free throw !,1
22126,"Then I went inside, in order to hide from mutant bird",2
22127,Then Zerah the Cushite came against them with an army of one million men and 300 chariots. They came as far as Mare&#8230; http://t.co/LpbeB04j4r,2
22128,Then again... bitches are expensive and I'm on a budget boo. I can't afford all that shit you bitches be wanting.,1
22129,Then again... i shoot bitches in the ass for doing some stupid shit like key my car or bust my windows.,1
22130,Then bitches gon fuck just because money long .,1
22131,Then i fuck yo bitch,1
22132,Then the Mexican bitch wanna speak some other fuckin language &amp; then give attitude. Can't speak right ass! Tf,1
22133,Then there's this stupid bitch in my class that literally has to ask a question every time the professor says something.,1
22134,"Then they wanna ask you Maad questions, bitch just tell me what you need me to do and stop interrupting my playlist",1
22135,Then this bitch singing sounds like a horse being choked,1
22136,Then ya'll idolize Kanye when he wifed up a hoe. Lol,1
22137,"Then you would've died if you didn't breathe, bitch",1
22138,There are 2 types of niggas in this world. Real niggas ... &amp; bitch niggas,1
22139,"There are LOTS of top tier wrestlers who started as ""yardies"".",2
22140,"There are girls. There are women. There are ladies. And there are bitches. You ma'am, is a beeeitch. A dumb ass bitch hahaha.",1
22141,There are some real life hoes on IG. Crazy.,1
22142,There are some retarded ass movies on Netflix,1
22143,There is a trash bag in my hall thats been there for like 2 wks. Weird thing: it changes consistency every few days,2
22144,"There is no such rule as ""tie goes to the runner"". Out or safe. #Yankees #JohnSterling",2
22145,There is nothing wrong with Ariana Grande..... Just cause she don't look like hoe.... Y'all gotta a problem...,1
22146,There is this yellow thing in the sky. I don't know what to make of it.,2
22147,There it is these bitches be having joint custody dick and acting up. Understand that's part time. No benefits.,1
22148,There may be a fag hag switch a 'comin!,1
22149,There should be a side trip into DC to Charlie Palmers during CPAC @SHannitysHair @TheFriddle @Glock4Piper @alleygirl2409,2
22150,There was a reason why I blocked this bitch,1
22152,There you go acting like a hoe &#128530;,1
22153,There's a bird nest in my garage and so now when the birds fly out they poop on my car. &#128529;,2
22154,There's a different between ya bitch a ya friends your bitch Rey to build wit you your friends just tryna compete.,1
22155,There's a green bowl high. A spliff high. A j high. A blunt high. A moke high. And a Moke + coffee high.,2
22156,There's a lot of big booty bitches at pharr gym &#128563;&#128584;&#127825;,1
22157,There's a special place in hell for people who slam on their brakes for yellow lights &#128532;&#128299;,2
22158,There's apparently a wee cunt who's a year younger than me called Sean brown being cheeky about me lol,1
22159,"There's dudes on twitter who have no respect for their dick.You know,the mirror selfie niggaz,the nude droppers,dick avis,pussy eating avis?",1
22160,"There's gonna be a lot of trash talk today
#worldcup",2
22161,There's gotta be like 20 white trash motherfuckers living in that house and I don't think any of them have a job,1
22162,There's like 5 injuries a game in football.. Shit trash lol,1
22163,There's like one of my ex's that's still kinda cute. Most them bitches got fat.,1
22164,"There's no one to flirt with, Mad bitches in my inbox. Skrr skrr",1
22165,There's not enough day in the hours to cheat on her if she's sucking your dick right. Too drained to look for other mouth and pussy,1
22166,There's other bad bitches &#128514;&#128514;,1
22167,There's someone riding around the Robinson Walmart in a lawn mower. With ghetto headlights added. #reallife,2
22168,"Theres a girl in your avi, you must get so many bitches",1
22169,Theres one dude i can not stand at my school because he stays on the freshman girls and girls from other schools cause none fw him. #bitch,1
